Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8,ylabel
1,Famine,1,99,179,179,139,834.1902,1
1,Famine,0,20,279,279,80,84.0729,0
1,Famine,0,119,99,99,139,212.9607,0
1,Famine,0,99,139,139,139,175.6822,0
2,Flood,1,99,179,378,99,655.0069,2
1,Famine,0,139,80,80,179,351.4872,0
2,Famine,0,199,80,199,199,113.2828,0
2,Famine,0,279,199,219,219,71.9253,1
1,Famine,0,139,80,80,318,239.9568,0
1,Famine,1,259,219,219,199,231.9925,1
1,Flood,1,99,99,99,119,128.8914,2
1,Famine,0,179,80,80,80,91.7878,0
2,Famine,0,99,80,179,179,671.1758,1
1,Famine,1,0,278,278,318,306.9287,1
1,Famine,0,278,298,298,179,166.2897,1
1,Flood,0,119,258,258,179,53.0377,2
1,Famine,0,179,179,179,99,645.9106,1
1,Famine,0,139,99,99,80,156.5966,0
1,Famine,0,159,99,99,80,506.2964,1
1,Flood,0,159,99,99,0,182.6753,2
1,Famine,0,239,239,239,279,203.104,1
1,Famine,0,119,139,139,100,206.0607,0
1,Flood,0,219,159,159,139,60.9118,2
1,Hurricane,1,119,239,239,258,138.5009,1
1,Famine,0,80,139,139,139,53.7075,1
1,Hurricane,1,80,80,80,80,96.9665,1
1,Famine,0,139,139,139,258,111.1362,0
1,Famine,1,159,100,100,80,114.5524,1
1,Famine,0,379,279,279,339,190.983,0
2,Famine,0,219,338,597,199,489.5575,1
1,Flood,1,139,318,318,298,369.041,2
1,Hurricane,1,99,80,80,179,170.913,0
2,Hurricane,0,199,99,218,199,198.0227,0
2,Famine,0,258,159,318,239,116.8471,0
1,Famine,1,258,179,179,199,155.7731,1
1,Famine,0,139,179,179,179,141.508,0
2,Flood,0,139,159,258,80,630.8013,2
1,Famine,0,80,80,80,139,144.2099,1
1,Flood,1,258,139,139,418,271.633,2
1,Famine,0,139,99,99,179,125.8978,1
1,Famine,0,139,80,80,99,300.7807,0
1,Famine,0,139,139,139,219,106.7907,1
2,Famine,0,139,159,278,199,119.5073,1
1,Flood,1,219,159,159,199,181.3022,2
1,Flood,1,199,219,219,119,108.5046,2
1,Famine,0,179,80,80,119,729.1257,1
1,Famine,0,99,80,80,80,317.6212,0
2,Famine,0,80,119,238,199,337.8113,1
1,Famine,0,199,278,278,239,59.7097,0
1,Famine,0,199,239,239,99,322.3713,0
3,Famine,0,119,139,397,100,76.4853,0
1,Famine,0,0,100,100,99,0,0
1,Flood,0,159,159,159,179,162.2906,2
1,Famine,0,99,199,199,99,690.704,0
1,Famine,0,80,139,139,179,550.0368,0
1,Famine,0,159,119,119,100,170.0029,1
3,Famine,0,199,179,398,179,219.1118,1
1,Famine,0,298,238,238,179,92.6094,0
1,Flood,1,119,159,159,99,151.0207,2
1,Hurricane,1,140,179,179,199,131.244,1
1,Flood,0,119,258,258,179,178.4384,2
1,Famine,0,80,179,179,159,880.3602,0
1,Famine,0,259,299,299,578,251.0841,0
1,Hurricane,1,159,258,258,139,119.5094,1
1,Famine,0,179,119,119,139,199.1212,0
1,Famine,0,139,298,298,239,80.5559,0
1,Hurricane,1,80,159,159,80,784.7716,0
1,Famine,1,119,80,80,100,215.4553,1
1,Hurricane,1,119,278,278,179,104.9976,1
1,Famine,0,159,139,139,80,521.9226,0
1,Hurricane,1,219,199,199,199,97.0322,0
1,Famine,0,139,80,80,179,383.4795,0
1,Famine,0,199,239,239,219,223.538,0
1,Famine,0,119,139,139,119,276.5651,1
1,Famine,0,299,199,199,199,490.2499,0
1,Flood,1,100,139,139,119,350.9622,2
1,Famine,0,119,159,159,100,124.3483,1
1,Famine,0,139,119,119,159,564.4026,0
1,Flood,1,99,179,179,80,519.5123,2
1,Famine,1,159,179,179,338,816.3659,1
1,Famine,1,99,119,119,139,245.2249,1
1,Famine,0,20,239,239,339,259.2822,1
2,Famine,1,199,80,259,139,528.3325,0
2,Famine,0,199,199,279,219,144.6245,1
1,Famine,0,99,258,258,179,592.964,1
1,Famine,1,0,99,99,199,147.085,1
2,Famine,1,99,258,357,99,464.7349,1
1,Flood,1,80,239,239,219,157.9027,2
1,Famine,0,80,99,99,99,126.2864,1
1,Flood,1,239,139,139,159,118.2582,2
1,Famine,1,219,99,99,179,247.0233,0
2,Flood,0,179,80,180,99,57.0197,2
1,Flood,0,80,219,219,80,143.5139,2
2,Hurricane,1,258,139,278,219,195.0519,0
2,Hurricane,1,99,139,338,99,148.6178,1
1,Famine,1,99,119,119,119,413.0366,1
1,Hurricane,1,139,100,100,119,516.1095,1
1,Flood,0,219,199,199,219,126.6935,2
1,Famine,1,80,80,80,179,177.3083,1
1,Famine,0,279,80,80,259,73.0616,0
1,Hurricane,1,120,20,20,399,64.7611,0
1,Hurricane,1,219,139,139,219,1179.6704,0
1,Famine,0,159,99,99,80,134.0755,0
1,Famine,0,139,179,179,80,179.7255,0
1,Famine,0,100,339,339,179,89.3588,0
1,Flood,1,219,299,299,239,176.7442,2
1,Famine,1,179,219,219,239,194.2453,0
2,Famine,0,159,119,298,238,100.9022,1
2,Flood,1,179,179,358,159,152.5074,2
1,Famine,1,0,179,179,80,142.5219,0
1,Famine,0,20,199,199,259,1442.3623,1
2,Famine,0,219,139,298,99,526.9843,0
1,Hurricane,1,199,139,139,278,197.0159,1
1,Famine,0,179,219,219,179,221.0481,1
3,Flood,1,80,219,497,179,284.3449,2
1,Famine,0,159,278,278,258,100.5609,1
2,Flood,0,179,99,238,179,136.8302,2
1,Famine,1,139,199,199,179,108.2959,1
2,Famine,1,0,199,398,100,119.7466,1
2,Famine,0,139,159,258,99,55.3173,0
1,Hurricane,1,179,80,80,159,310.8641,1
1,Famine,0,0,80,80,258,0,1
1,Flood,0,139,99,99,119,770.0041,2
1,Famine,0,100,139,139,199,1505.7161,0
2,Famine,0,139,80,160,139,744.3242,0
1,Famine,0,119,139,139,99,112.0279,0
1,Famine,1,339,179,179,379,186.3934,1
1,Famine,0,139,80,80,239,100.005,1
1,Hurricane,1,219,139,139,139,169.4299,0
1,Famine,0,159,239,239,179,442.0025,1
1,Famine,0,99,159,159,80,315.3811,0
2,Famine,0,80,139,278,99,159.914,0
1,Flood,1,259,199,199,159,139.8231,2
1,Flood,1,100,80,80,219,169.6209,2
2,Famine,0,0,139,338,199,0,1
2,Famine,1,298,258,397,338,419.1718,1
1,Flood,0,179,179,179,99,389.7602,2
1,Famine,1,298,179,179,119,123.5091,1
2,Famine,1,238,239,458,239,126.5158,1
1,Famine,0,199,119,119,139,378.0212,0
1,Flood,1,179,238,238,239,419.5772,2
1,Hurricane,1,99,219,219,179,194.2897,1
1,Famine,0,119,159,159,159,553.1121,1
1,Flood,0,139,99,99,99,202,2
2,Famine,0,199,80,160,219,589.9564,1
1,Famine,0,0,179,179,259,143.1477,0
1,Flood,0,139,80,80,179,114.7563,2
1,Famine,1,239,199,199,239,1641.2124,0
2,Famine,0,179,119,218,139,163.6437,0
1,Flood,0,99,119,119,139,118.1059,2
1,Flood,0,179,199,199,179,196.4714,2
1,Famine,0,119,219,219,99,609.0993,0
1,Hurricane,1,219,99,99,338,173.5115,1
1,Flood,1,80,119,119,119,36.0174,2
1,Famine,0,100,99,99,99,260.9837,0
1,Hurricane,1,379,219,219,179,233.0263,1
1,Famine,0,159,219,219,139,186.5811,1
1,Famine,0,0,139,139,139,0,0
1,Hurricane,0,80,119,119,80,186.184,0
1,Famine,0,258,80,80,80,325.8105,1
1,Famine,0,20,239,239,239,233.1577,0
1,Famine,1,139,159,159,219,549.7811,0
1,Flood,1,119,80,80,139,358.907,2
1,Hurricane,1,179,99,99,139,198.2839,1
2,Famine,0,179,179,278,219,124.0363,1
1,Hurricane,1,119,99,99,99,119.8019,0
1,Flood,1,0,139,139,179,565.6381,2
1,Flood,0,179,119,119,80,371.8767,2
1,Hurricane,1,139,179,179,239,95.5667,1
1,Hurricane,0,20,239,239,20,164.0762,0
1,Famine,0,159,179,179,99,221.299,0
1,Famine,0,100,139,139,139,201.748,1
1,Famine,0,99,119,119,219,262.1545,1
1,Famine,0,199,80,80,119,61.4919,1
1,Famine,0,80,99,99,159,368.4461,0
1,Famine,1,179,179,179,239,124.6044,0
1,Hurricane,1,159,179,179,99,268.3398,1
1,Famine,0,119,139,139,99,98.9103,0
1,Famine,0,99,80,80,99,485.0673,1
1,Flood,0,199,219,219,239,220.0142,2
2,Flood,0,258,179,338,179,153.6376,2
1,Flood,1,139,219,219,338,85.9884,2
1,Flood,0,179,179,179,238,37.5133,2
1,Flood,1,139,139,139,159,119.0095,2
1,Flood,1,199,139,139,139,731.8021,2
1,Flood,1,80,99,99,119,240.646,2
1,Hurricane,1,239,139,139,139,83.7257,0
2,Famine,0,119,139,397,119,68.5657,1
1,Hurricane,1,359,179,179,199,109.3446,1
1,Famine,1,80,20,20,279,110.5,1
1,Famine,0,238,139,139,139,200.0531,1
1,Famine,0,119,139,139,258,110.1022,0
1,Famine,1,199,199,199,159,159.3047,1
1,Flood,1,139,278,278,99,160.1312,2
1,Famine,1,0,139,139,199,33.0038,1
1,Famine,1,298,298,298,238,143.7028,1
1,Famine,1,0,99,99,179,209.3191,1
1,Hurricane,0,278,159,159,179,132.0606,1
1,Famine,0,80,139,139,139,345.6447,1
1,Hurricane,1,318,119,119,259,131.123,1
1,Famine,0,99,139,139,139,281.7024,1
1,Famine,0,99,139,139,159,163.2766,0
1,Flood,1,199,318,318,497,646.4491,2
1,Flood,0,238,99,99,159,245.7931,2
1,Famine,1,179,139,139,139,90.6104,1
1,Famine,0,80,179,179,80,190.3004,1
1,Flood,0,139,179,179,159,83.678,2
1,Famine,0,179,99,99,179,89.6939,0
2,Flood,1,139,80,199,99,583.5259,2
1,Famine,0,119,119,119,219,161.5,0
4,Flood,0,258,139,796,0,95.8293,2
1,Famine,0,99,179,179,119,92.9045,1
2,Flood,0,238,219,358,417,140.2007,2
1,Famine,0,219,219,219,199,186.8241,0
1,Famine,0,139,159,159,99,163.5008,0
1,Famine,0,99,80,80,99,177.0791,1
1,Hurricane,1,119,139,139,100,222.3241,0
1,Famine,0,199,159,159,239,45.853,0
1,Hurricane,0,80,139,139,119,587.5053,1
1,Famine,0,199,139,139,99,109.638,0
1,Hurricane,0,159,99,99,298,231.338,0
2,Famine,0,179,80,219,80,124.1934,1
1,Famine,1,139,99,99,80,143.3954,1
1,Flood,0,80,219,219,179,213.851,2
1,Famine,0,139,99,99,99,80.7233,0
1,Famine,0,80,99,99,99,138.5469,0
1,Famine,1,258,199,199,139,651.6504,0
1,Famine,0,239,339,339,179,153.209,0
2,Famine,0,159,179,278,119,167.5366,0
2,Famine,0,159,139,298,179,612.7424,0
1,Hurricane,1,99,99,99,139,30.7612,1
1,Famine,0,99,159,159,99,389.9551,1
1,Hurricane,1,438,139,139,279,81.8123,0
1,Famine,1,80,278,278,397,62.0987,0
1,Hurricane,0,119,378,378,159,829.0544,1
1,Famine,0,179,159,159,99,385.5208,1
1,Famine,0,139,179,179,80,93.0054,0
1,Famine,0,457,179,179,139,326.7185,1
2,Flood,1,99,139,397,119,234.0903,2
1,Famine,0,80,219,219,159,205.5851,1
1,Famine,0,119,139,139,99,112.6421,1
1,Famine,0,199,199,199,99,112.2074,1
4,Famine,1,139,199,915,199,689.8371,0
1,Famine,1,239,99,99,258,99.6519,0
1,Famine,0,119,139,139,199,105.5012,1
1,Flood,0,99,179,179,179,187.3533,2
1,Famine,0,139,159,159,139,279.4875,0
2,Hurricane,1,259,199,299,359,115.4784,0
1,Famine,0,99,199,199,119,105.5107,1
1,Famine,0,139,99,99,338,307.0102,0
2,Flood,1,238,139,258,239,227.0518,2
1,Famine,0,120,20,20,139,1406.9333,0
1,Famine,0,279,199,199,259,239.4097,0
1,Famine,0,119,219,219,159,104.2785,1
1,Hurricane,1,179,179,179,99,271.5778,0
1,Flood,1,100,80,80,219,368.7852,2
1,Famine,0,159,80,80,239,114.0537,1
1,Flood,1,0,99,99,80,0,2
2,Famine,0,99,159,338,139,113.2166,1
1,Flood,1,139,219,219,239,404.6931,2
1,Famine,1,298,656,656,159,90.0472,0
1,Famine,0,199,179,179,139,137.0912,0
1,Famine,0,199,238,238,179,126.4367,0
1,Famine,0,159,298,298,119,74.2849,1
1,Flood,0,100,199,199,278,283.4277,2
1,Famine,0,119,139,139,139,127.4019,0
1,Flood,1,119,179,179,80,209.4039,2
2,Flood,1,139,139,278,119,417.632,2
1,Famine,0,219,199,199,199,277.5018,1
1,Famine,1,0,119,119,159,188.2352,1
1,Famine,0,259,139,139,20,76.6877,1
1,Famine,0,0,179,179,139,0,0
2,Flood,0,99,99,198,99,34,2
1,Famine,0,159,99,99,258,158.5008,0
1,Famine,0,259,219,219,80,631.6051,1
1,Flood,0,278,199,199,318,198.5674,2
1,Flood,0,119,219,219,199,818.4737,2
2,Flood,1,199,179,398,278,486.0023,2
1,Famine,0,139,119,119,119,297.0829,0
3,Famine,0,99,99,259,139,365.7448,1
1,Famine,0,139,139,139,179,159.5125,1
2,Hurricane,1,259,199,299,359,155.2329,0
1,Famine,0,199,139,139,298,120.5498,0
3,Famine,0,0,99,437,179,294.7563,0
1,Famine,1,0,219,219,159,0,0
1,Famine,1,199,339,339,179,178.085,0
1,Flood,1,179,219,219,139,566.62,2
1,Famine,0,119,179,179,139,261.2317,0
1,Hurricane,1,179,139,139,278,140.788,0
1,Famine,0,199,179,179,219,45.1359,0
1,Famine,0,139,139,139,119,207.099,0
1,Famine,1,179,199,199,219,568.4259,1
1,Famine,0,179,80,80,199,69,0
1,Famine,0,0,119,119,139,0,1
2,Famine,0,199,159,278,139,101.6772,0
1,Flood,1,179,99,99,80,172.9169,2
1,Famine,1,139,100,100,219,167.4701,0
1,Famine,1,0,219,219,99,153.7335,1
1,Famine,0,139,139,139,199,126.0724,1
1,Hurricane,1,239,139,139,239,220.096,1
1,Hurricane,0,199,239,239,139,614.6863,0
1,Flood,0,99,99,99,139,142.5061,2
1,Flood,1,179,119,119,139,83.0241,2
2,Hurricane,1,139,219,378,159,182.5062,0
1,Famine,0,99,159,159,219,211.048,1
1,Famine,0,159,100,100,219,293.5273,0
1,Hurricane,0,199,159,159,219,223.0807,0
1,Hurricane,0,258,199,199,199,203.141,0
2,Flood,0,259,99,437,199,200.09,2
1,Famine,0,219,259,259,179,166.0188,1
1,Flood,1,159,239,239,99,217.019,2
1,Famine,0,80,99,99,119,130.6771,0
1,Famine,0,99,139,139,179,234.5021,0
1,Famine,1,139,199,199,179,107.5291,1
1,Hurricane,1,80,139,139,80,265.6991,1
1,Flood,1,139,159,159,179,107.7868,2
1,Famine,0,179,238,238,80,148.6422,0
3,Flood,0,219,219,457,99,113.5,2
2,Famine,1,139,199,338,119,161.4845,1
1,Famine,0,99,139,139,159,254.0049,0
1,Hurricane,1,99,179,179,99,241.0332,1
1,Flood,1,99,298,298,497,230.0782,2
1,Flood,0,99,159,159,99,118.7539,2
1,Famine,0,0,159,159,139,0,1
1,Famine,0,159,139,139,139,132.795,1
1,Hurricane,1,119,99,99,99,220.5499,1
1,Famine,0,179,80,80,99,199.1438,0
1,Famine,0,120,20,20,279,441.5725,0
1,Hurricane,1,219,159,159,219,451.6949,0
1,Famine,0,139,139,139,179,222.2707,0
1,Famine,0,239,179,179,119,190.217,1
1,Hurricane,1,437,179,179,159,230.5195,0
1,Famine,1,139,139,139,219,144.0868,0
1,Famine,0,139,80,80,80,139.6755,1
1,Flood,1,99,100,100,99,63.8318,2
1,Famine,0,179,99,99,219,462.8998,0
1,Famine,0,99,119,119,139,552.5333,0
1,Hurricane,1,279,279,279,259,110.8388,1
1,Famine,0,100,139,139,139,113.5099,1
1,Famine,0,139,278,278,99,243.2961,1
1,Famine,0,0,199,199,139,0,0
1,Hurricane,0,338,159,159,179,122.2385,1
1,Famine,0,238,179,179,179,115.3917,0
1,Famine,1,0,159,159,139,161.3459,1
2,Flood,0,0,100,199,80,0,2
1,Flood,0,258,179,179,239,112.5044,2
1,Flood,1,159,239,239,99,51.3931,2
1,Flood,1,99,139,139,258,501.9607,2
1,Famine,0,80,80,80,99,470.0234,1
2,Famine,0,119,159,298,119,322.0314,0
1,Flood,0,80,139,139,159,106.7064,2
1,Flood,1,179,20,20,140,981.2967,2
1,Famine,1,139,159,159,219,108.6105,0
1,Flood,0,80,80,80,238,364.2269,2
1,Flood,1,159,100,100,258,78.5143,2
1,Flood,1,80,139,139,238,111.7251,2
1,Flood,0,80,119,119,99,175.6851,2
1,Famine,0,238,259,259,219,168.1071,1
1,Famine,0,119,139,139,119,154.0422,0
2,Famine,0,139,179,378,179,182.6561,0
2,Famine,1,99,258,357,99,152.1907,1
1,Famine,0,179,80,80,159,264.1751,1
1,Famine,0,199,238,238,119,220.2504,0
1,Famine,0,139,139,139,119,105.3862,1
1,Famine,0,99,179,179,80,182.5445,1
1,Famine,1,139,159,159,219,64.0956,0
1,Famine,0,139,179,179,99,241.8703,0
1,Flood,1,99,99,99,119,472.1525,2
1,Famine,0,99,179,179,139,89.9347,1
1,Flood,0,99,99,99,179,177.5451,2
1,Flood,0,139,80,80,199,90.0181,2
1,Flood,0,219,278,278,179,211.7132,2
1,Famine,0,119,139,139,139,215.0145,1
3,Famine,0,139,119,437,80,77.4919,1
1,Famine,0,318,278,278,159,122.0256,0
1,Famine,0,139,159,159,199,77.3596,0
3,Famine,0,0,179,616,238,0,0
1,Famine,1,0,119,119,119,140.1749,1
3,Flood,1,139,318,735,219,496.0023,2
1,Famine,0,199,179,179,199,178.6008,1
1,Famine,1,159,139,139,100,332.3989,1
1,Famine,1,80,119,119,139,143.6959,1
1,Famine,0,99,99,99,258,345.7329,0
1,Flood,1,80,99,99,199,166.5188,2
3,Famine,1,139,299,518,279,202.0155,1
1,Hurricane,1,139,239,239,139,210.7143,1
1,Flood,0,80,99,99,239,119.5377,2
1,Famine,0,298,238,238,139,534.7843,1
1,Famine,0,159,179,179,99,87.5557,1
1,Famine,0,99,159,159,99,189.0298,0
1,Famine,1,80,159,159,219,53.6004,0
1,Famine,0,179,139,139,119,243.8955,0
1,Flood,0,199,278,278,219,149.7707,2
1,Flood,1,179,239,239,159,613.2889,2
1,Flood,1,119,139,139,199,1041.8582,2
1,Flood,1,199,159,159,80,77.0876,2
1,Flood,1,139,99,99,318,288.691,2
1,Famine,0,99,258,258,139,110.1635,0
1,Flood,0,219,179,179,139,167.5366,2
2,Famine,0,0,159,278,119,0,0
2,Famine,0,199,179,378,239,118.2381,1
2,Famine,0,80,119,238,139,109.7144,1
1,Famine,1,298,179,179,80,87.7909,1
1,Flood,0,139,99,99,80,113.7157,2
1,Famine,1,298,179,179,318,84.7127,0
1,Hurricane,1,139,179,179,199,253.6912,1
2,Famine,0,318,99,298,278,196.1842,0
2,Famine,0,258,99,258,179,601.9489,1
1,Flood,0,119,119,119,159,128.807,2
1,Famine,0,99,80,80,119,200.3378,1
1,Famine,0,179,179,179,179,347.7963,0
1,Flood,0,139,159,159,159,46.768,2
1,Hurricane,1,199,139,139,159,139.4794,1
2,Famine,0,139,139,278,99,257.7072,1
1,Hurricane,1,119,179,179,258,95.8775,1
1,Flood,1,139,179,179,179,136.2066,2
1,Famine,1,139,159,159,199,140.2257,1
1,Flood,0,80,139,139,139,662.4519,2
1,Hurricane,1,99,258,258,139,307.1795,1
1,Flood,1,80,199,199,219,140.8563,2
1,Famine,0,278,119,119,119,196.5407,0
2,Famine,0,179,159,318,179,179.8506,0
1,Famine,0,80,80,80,139,71.8923,1
1,Famine,1,119,99,99,219,110.8603,1
1,Famine,0,238,258,258,119,165.7181,1
1,Famine,0,219,80,80,20,127.548,0
2,Famine,0,239,219,418,238,175.1471,0
1,Flood,0,179,99,99,159,421.7004,2
1,Famine,1,80,179,179,139,377.3185,1
1,Flood,1,80,219,219,239,784.883,2
1,Hurricane,0,159,139,139,119,508.2335,0
1,Flood,1,99,179,179,179,300.1016,2
1,Famine,0,119,139,139,139,312.7747,0
1,Famine,0,159,99,99,159,138.5442,0
1,Flood,0,119,219,219,159,100.0612,2
1,Flood,0,159,80,80,179,334.506,2
2,Famine,0,99,80,160,119,235.0899,0
1,Flood,0,338,298,298,0,161.0629,2
1,Famine,0,219,119,119,199,481.1138,0
1,Famine,0,219,219,219,278,92.6998,0
1,Flood,1,179,139,139,139,719.9424,2
1,Famine,0,99,139,139,119,477.256,0
1,Famine,1,99,99,99,219,43.2666,0
2,Famine,0,279,199,219,219,98.1835,1
1,Hurricane,1,219,259,259,159,341.0367,0
1,Famine,0,139,99,99,258,59,1
1,Hurricane,1,179,179,179,80,357.0224,1
2,Famine,1,339,199,378,179,88.0525,1
1,Famine,0,239,159,159,119,211.2865,0
1,Flood,1,80,139,139,159,178.6757,2
1,Famine,0,99,179,179,278,98.971,0
1,Famine,0,139,119,119,119,200.6103,0
2,Famine,0,139,99,298,80,214.5839,0
1,Famine,0,119,139,139,139,238.7179,0
1,Flood,1,99,159,159,119,427.7528,2
1,Hurricane,1,318,80,80,318,666.9501,1
1,Hurricane,1,80,258,258,179,144.6695,1
3,Famine,0,139,99,358,179,193.9001,1
1,Hurricane,0,279,120,120,319,117.7083,0
1,Hurricane,1,379,259,259,259,59.3001,0
1,Flood,0,238,80,80,199,223.1423,2
1,Hurricane,0,258,318,318,219,100.5796,0
1,Famine,0,139,139,139,99,412.5109,0
1,Flood,1,20,319,319,179,190.5151,2
1,Flood,1,179,80,80,199,563.1239,2
1,Famine,0,139,80,80,99,96.7471,1
1,Flood,0,199,99,99,99,118.1059,2
2,Flood,0,119,119,199,99,203.0154,2
1,Famine,0,99,99,99,219,117.0043,0
1,Famine,0,179,179,179,99,420.4608,1
1,Famine,0,279,159,159,199,51.7035,0
1,Hurricane,1,279,20,20,199,73.8326,0
1,Famine,1,139,338,338,80,274.5551,1
1,Famine,0,120,159,159,319,276.1386,0
1,Famine,0,119,139,139,139,117.031,1
1,Hurricane,1,239,219,219,497,774.717,1
1,Famine,0,199,139,139,238,96.1054,1
1,Famine,0,119,119,119,119,219.5023,1
1,Famine,0,298,179,179,139,272.3417,0
1,Hurricane,1,139,99,99,358,332.0636,0
1,Flood,1,0,139,139,139,0,2
3,Flood,1,80,99,437,139,513.5088,2
1,Famine,0,179,558,558,179,431.8154,0
1,Famine,0,378,119,119,239,274.2358,1
1,Famine,1,239,80,80,159,589.1657,1
1,Famine,0,80,119,119,199,60.0187,1
1,Famine,0,199,179,179,139,141.5221,0
1,Famine,0,99,258,258,199,274.8568,0
2,Famine,0,159,199,438,359,398.0154,0
1,Famine,1,99,139,139,119,472.1827,0
1,Famine,0,0,119,119,179,0,0
2,Famine,0,179,139,278,139,261.5808,0
2,Flood,1,99,80,179,99,628.0072,2
1,Hurricane,1,238,259,259,278,584.1836,0
2,Famine,1,278,139,397,139,94.012,1
2,Flood,0,139,179,378,139,132.4434,2
1,Flood,0,279,199,199,179,308.8406,2
2,Famine,1,0,179,298,199,0,1
2,Famine,0,199,99,218,238,200.8893,0
1,Famine,0,139,139,139,139,11.5974,1
1,Famine,0,80,139,139,139,314.848,0
1,Hurricane,0,80,139,139,139,221.9031,1
1,Famine,1,319,219,219,339,177.5,1
1,Famine,0,239,139,139,179,162.4815,0
1,Famine,0,0,278,278,99,0,1
1,Famine,1,80,119,119,99,159.8132,1
1,Flood,0,80,119,119,80,29.4703,2
1,Hurricane,1,139,179,179,80,127.8329,1
1,Flood,1,179,338,338,139,201.1871,2
1,Flood,0,219,139,139,99,176.6359,2
1,Famine,0,119,258,258,139,163.2728,0
1,Famine,1,179,338,338,159,177.5197,1
1,Flood,1,99,139,139,159,331.425,2
1,Famine,0,259,179,179,159,154.707,0
1,Famine,1,99,99,99,99,129.0087,0
1,Hurricane,1,80,119,119,80,121.6553,0
1,Famine,0,159,139,139,80,129.4025,1
1,Flood,1,219,437,437,179,282.5995,2
1,Famine,1,0,159,159,139,0,0
1,Famine,0,99,99,99,99,210.0595,0
1,Flood,0,219,219,219,239,114.5393,2
1,Famine,0,99,338,338,119,100.4241,1
1,Famine,0,139,159,159,219,212.6511,1
1,Flood,0,99,119,119,80,193.6621,2
1,Famine,1,159,278,278,139,226.7355,1
2,Famine,1,119,139,219,219,909.0903,1
1,Famine,0,99,119,119,219,577.0366,1
1,Famine,0,99,80,80,80,232.0345,0
1,Famine,0,179,119,119,139,488.1252,1
3,Flood,0,179,159,656,0,107.042,2
1,Famine,0,99,159,159,179,165.7264,0
1,Famine,0,80,99,99,99,171.3542,0
1,Famine,0,298,139,139,258,78.5255,0
1,Flood,0,219,80,80,0,273.0041,2
1,Famine,0,279,159,159,279,99.2837,0
2,Flood,1,139,80,199,119,604.1988,2
4,Flood,1,99,80,617,219,395.5013,2
1,Flood,0,358,219,219,199,103.7364,2
3,Famine,0,179,199,417,139,170.0118,1
1,Famine,0,199,179,179,80,148.054,0
1,Famine,0,99,99,99,99,83.0241,0
2,Hurricane,1,159,199,338,139,248.7594,0
1,Famine,0,80,139,139,139,122.7243,1
1,Famine,0,99,258,258,99,772.1026,1
2,Famine,0,99,219,398,179,330.8266,1
2,Flood,1,99,159,298,159,628.4196,2
1,Famine,0,179,99,99,99,667.9558,0
1,Flood,0,99,99,99,139,111.1362,2
1,Flood,1,139,99,99,139,254.5781,2
1,Famine,0,0,398,398,100,0,1
1,Famine,0,259,219,219,259,57.2123,1
2,Hurricane,0,239,139,258,139,202.5913,0
1,Famine,1,139,119,119,139,128.2078,1
1,Flood,0,99,219,219,199,145.1241,2
1,Famine,0,139,139,139,238,150.2132,1
1,Flood,0,119,338,338,219,394.8576,2
1,Hurricane,1,179,80,80,80,270.4445,1
3,Famine,1,139,299,518,279,499.0774,1
1,Famine,0,0,99,99,199,0,1
1,Hurricane,0,99,179,179,179,161.6052,0
1,Famine,1,119,179,179,278,587.5734,0
1,Hurricane,1,279,20,20,199,195.7173,0
1,Famine,0,139,119,119,179,158.0198,0
2,Famine,0,378,99,198,139,145.1981,0
1,Famine,1,518,279,279,279,206.202,0
1,Famine,1,259,278,278,179,245.3946,0
1,Famine,0,139,298,298,398,361.1122,0
1,Famine,0,80,139,139,159,119.501,1
1,Famine,1,179,199,199,219,996.4834,1
1,Flood,1,199,219,219,199,156.0513,2
2,Famine,0,179,100,180,239,250.6472,1
1,Famine,0,179,179,179,119,163.1962,0
1,Hurricane,0,418,219,219,140,154.6367,1
1,Flood,1,139,199,199,179,220.1573,2
1,Famine,0,80,159,159,179,94.5013,0
3,Famine,1,159,80,240,99,578.2173,1
1,Flood,1,80,239,239,219,436.3697,2
1,Famine,0,139,159,159,199,67.8325,1
1,Flood,1,139,219,219,239,219.8551,2
1,Famine,0,99,219,219,159,754.7669,1
2,Famine,1,298,258,397,338,127.5088,1
1,Famine,0,99,159,159,238,151.5074,1
1,Famine,0,199,179,179,298,53.0094,1
1,Flood,0,258,159,159,179,225.2687,2
1,Famine,0,239,238,238,159,258.0514,1
1,Flood,1,119,179,179,80,127.6754,2
1,Famine,0,100,258,258,99,290.8509,0
1,Famine,0,80,239,239,238,652.102,0
1,Famine,0,179,20,20,120,157.043,0
2,Flood,1,99,139,238,358,622.6357,2
1,Famine,0,279,179,179,80,144.105,1
1,Famine,0,0,99,99,179,174.5,0
1,Famine,0,139,119,119,139,291.7795,0
1,Famine,0,0,80,80,139,0,0
1,Hurricane,1,458,379,379,219,372.3657,1
2,Famine,1,119,99,357,139,223.7856,0
1,Famine,0,99,199,199,139,64.158,1
1,Famine,0,298,159,159,179,360.0889,1
1,Famine,1,99,99,99,99,125.9246,1
1,Famine,1,80,80,80,99,110.9076,0
1,Famine,0,139,80,80,239,157.8171,1
1,Flood,0,219,179,179,179,177.0572,2
2,Famine,0,99,199,318,239,151.3151,1
2,Famine,0,179,179,318,159,200.5224,0
1,Famine,0,338,278,278,238,106.0189,0
